Ever_Married,Age,Profession,Work_Experience,Family_Size,Var_1,Segmentation,Gender_Male,Graduated_Yes,Spending_Score_High,Spending_Score_Low
No,26,Doctor,2,4,Cat_6,B,1,0,0,1
No,35,Artist,0,1,Cat_6,A,1,1,0,1
No,43,Healthcare,8,1,NA,D,0,1,0,1
No,49,Doctor,5,1,Cat_6,D,1,1,0,1
Yes,26,Artist,7,4,Cat_4,A,1,0,0,1
Yes,74,Lawyer,NA,2,Cat_6,A,0,1,1,0
Yes,56,Engineer,NA,3,Cat_3,B,0,1,1,0
Yes,49,Artist,2,2,Cat_6,C,0,1,0,0
No,19,Healthcare,1,8,Cat_4,D,1,0,0,1
No,39,Artist,2,3,Cat_4,B,1,1,0,1
Yes,37,Executive,0,4,Cat_6,B,1,1,1,0
No,41,Doctor,0,1,Cat_6,A,1,1,0,1
No,26,Homemaker,8,2,Cat_6,D,0,1,0,1
Yes,38,Doctor,1,3,Cat_4,A,0,0,0,0
Yes,35,Artist,0,3,Cat_6,C,1,1,0,1
Yes,49,Artist,0,2,Cat_6,C,1,1,0,0
NA,60,Engineer,0,3,Cat_4,A,1,0,0,0
No,38,Doctor,0,1,Cat_6,C,0,0,0,1
Yes,52,Entertainment,NA,5,Cat_4,B,1,NA,0,0
Yes,70,Executive,1,2,Cat_6,A,1,0,1,0
No,21,Doctor,9,3,Cat_7,D,1,0,0,1
Yes,58,Artist,8,1,Cat_3,B,1,1,0,1
No,28,Artist,5,5,Cat_3,C,0,0,0,1
Yes,57,Executive,0,1,Cat_6,A,1,0,0,1
Yes,37,Artist,1,2,Cat_6,B,1,1,0,0
Yes,52,Marketing,1,3,Cat_4,D,0,0,1,0
Yes,35,Engineer,0,5,Cat_4,D,0,0,0,0
Yes,30,Doctor,4,2,Cat_6,D,0,1,0,1
Yes,35,Artist,0,2,Cat_6,C,1,1,0,0
No,31,Artist,14,3,Cat_2,A,0,1,0,1
Yes,37,Doctor,0,2,Cat_6,A,1,1,0,0
Yes,71,Executive,0,2,Cat_6,B,1,1,1,0
Yes,66,Healthcare,0,1,Cat_4,D,1,1,0,1
Yes,25,Homemaker,9,2,NA,A,0,1,0,0
No,26,Artist,0,4,Cat_4,D,1,1,0,1
No,31,Healthcare,8,4,Cat_6,D,0,0,0,1
Yes,67,Artist,0,6,Cat_1,B,1,1,0,0
Yes,51,Artist,1,5,Cat_6,C,0,1,0,0
No,39,Artist,7,1,Cat_6,B,0,1,0,1
Yes,60,Artist,2,2,Cat_3,C,0,1,0,0
Yes,46,Entertainment,4,NA,Cat_4,A,0,0,0,0
Yes,36,Doctor,9,2,Cat_6,C,1,1,0,0
No,18,Healthcare,0,3,Cat_3,D,0,NA,0,1
No,30,Engineer,0,1,Cat_6,A,0,0,0,1
Yes,69,Artist,NA,2,Cat_3,C,0,1,0,0
No,32,Homemaker,8,NA,Cat_4,A,1,0,0,1
Yes,60,Artist,1,2,Cat_6,A,0,1,0,1
Yes,40,Artist,6,2,Cat_6,C,0,1,0,0
Yes,83,Lawyer,0,2,Cat_6,B,0,0,1,0
Yes,51,Artist,0,NA,Cat_6,C,1,1,0,0
Yes,33,Doctor,0,5,Cat_6,D,1,0,0,0
Yes,43,Entertainment,1,4,Cat_4,B,1,1,0,0
Yes,71,Lawyer,0,5,Cat_3,D,1,0,0,1
Yes,50,Executive,1,5,Cat_6,B,1,1,1,0
Yes,57,Artist,1,2,Cat_6,C,1,1,0,0
Yes,35,Artist,2,2,Cat_6,C,1,1,0,0
Yes,66,Artist,0,3,Cat_6,B,0,1,1,0
Yes,46,Artist,0,1,Cat_3,B,0,1,0,1
No,26,Healthcare,1,1,Cat_4,D,1,0,0,1
No,21,Healthcare,1,3,Cat_3,D,1,0,0,1
No,42,Artist,8,2,Cat_6,C,0,1,0,1
Yes,40,Entertainment,1,2,Cat_6,B,0,1,0,1
No,27,Doctor,0,4,Cat_1,D,1,0,0,1
Yes,37,Artist,2,2,Cat_7,C,0,1,0,1
Yes,70,Lawyer,NA,NA,Cat_6,A,0,NA,1,0
No,35,Artist,9,3,Cat_6,A,1,1,0,1
No,28,Healthcare,0,1,Cat_6,D,1,1,0,1
No,27,Entertainment,6,2,Cat_6,D,1,0,0,1
Yes,81,Lawyer,1,1,Cat_6,C,0,1,0,1
No,25,Doctor,0,2,Cat_6,D,1,1,0,1
Yes,72,Executive,1,2,Cat_6,C,1,1,1,0
No,33,Doctor,0,5,Cat_6,C,0,1,0,1
Yes,40,Engineer,7,2,Cat_3,B,1,1,0,1
No,52,Artist,3,1,Cat_6,B,1,1,0,1
No,23,Healthcare,0,4,Cat_6,D,1,0,0,1
Yes,48,Artist,2,4,Cat_6,C,0,1,0,0
No,31,Healthcare,0,4,Cat_6,D,0,0,0,1
No,35,Artist,1,1,Cat_6,B,0,1,0,1
No,63,Entertainment,0,1,Cat_2,B,0,0,0,1
Yes,63,NA,1,2,Cat_6,C,1,1,0,0
NA,28,Engineer,1,2,Cat_4,B,1,1,0,1
Yes,37,Artist,7,2,Cat_2,C,0,1,0,0
Yes,67,Artist,9,3,Cat_6,B,0,1,0,1
No,37,Healthcare,1,1,Cat_6,B,0,1,0,1
No,22,Healthcare,7,4,Cat_3,D,1,0,0,1
Yes,46,Entertainment,4,3,Cat_6,C,0,1,0,1
Yes,41,Artist,6,2,Cat_6,C,1,1,0,0
No,59,Entertainment,1,2,Cat_6,A,0,1,0,1
NA,23,Healthcare,8,5,Cat_6,D,1,0,1,0
Yes,84,Lawyer,0,3,Cat_6,A,1,1,0,1
Yes,89,Artist,1,2,Cat_6,C,0,NA,1,0
Yes,50,Artist,1,3,Cat_6,A,1,1,0,1
Yes,52,Engineer,0,NA,Cat_4,A,0,0,0,1
Yes,74,Lawyer,12,2,Cat_6,C,0,1,1,0
No,48,Entertainment,0,3,Cat_6,A,1,1,0,1
Yes,47,Entertainment,1,4,Cat_6,C,1,1,0,0
Yes,45,Engineer,0,5,Cat_6,C,0,1,1,0
NA,53,Executive,NA,3,Cat_6,D,1,1,1,0
Yes,53,Healthcare,0,4,Cat_6,A,1,1,1,0
No,29,Artist,8,1,Cat_6,A,0,1,0,1
No,19,Healthcare,0,3,Cat_6,D,1,0,0,1
No,50,Engineer,1,5,Cat_6,A,0,1,0,1
No,42,Artist,0,1,Cat_2,B,0,1,0,1
No,29,Entertainment,8,4,Cat_6,C,1,1,0,1
Yes,40,Marketing,NA,2,Cat_2,A,1,1,0,0
No,18,Entertainment,1,4,Cat_6,D,1,0,0,1
Yes,46,Engineer,0,3,Cat_6,B,1,0,0,0
Yes,68,Lawyer,NA,2,Cat_6,D,1,1,1,0
Yes,72,Artist,0,2,Cat_6,B,1,1,0,0
Yes,66,Lawyer,1,2,Cat_4,C,1,1,1,0
NA,63,Artist,NA,2,Cat_6,C,0,1,0,0
Yes,41,Marketing,8,2,Cat_6,A,0,0,0,1
Yes,82,Lawyer,1,3,Cat_6,A,1,0,1,0
Yes,43,Artist,0,2,Cat_6,C,1,0,0,0
Yes,53,Artist,0,1,Cat_6,A,1,1,0,1
No,29,Healthcare,0,3,Cat_6,C,1,0,0,1
Yes,53,Artist,0,3,Cat_6,C,0,1,0,0
Yes,87,Artist,1,2,Cat_2,C,0,1,1,0
Yes,62,Entertainment,0,4,Cat_6,B,1,1,0,0
Yes,43,Artist,1,3,Cat_6,A,1,1,1,0
No,36,Entertainment,8,2,Cat_6,D,1,0,0,1
No,30,Doctor,0,3,Cat_6,A,0,1,0,1
No,37,Homemaker,8,1,Cat_6,D,0,0,0,1
Yes,59,Artist,0,4,Cat_3,C,0,1,0,0
Yes,35,Artist,8,5,Cat_6,B,0,1,1,0
Yes,39,Artist,7,3,Cat_6,C,1,0,0,0
No,19,Healthcare,0,5,Cat_6,D,0,0,0,1
Yes,75,Lawyer,1,NA,Cat_3,D,0,1,0,1
Yes,40,Homemaker,10,2,Cat_4,B,0,1,0,0
Yes,62,NA,8,2,Cat_6,C,1,1,0,0
Yes,43,Marketing,3,4,Cat_4,A,1,0,1,0
Yes,43,Artist,6,2,Cat_3,B,1,0,0,1
Yes,29,Artist,9,2,Cat_6,B,1,1,0,0
No,27,Healthcare,1,2,Cat_6,D,0,1,0,1
No,23,Healthcare,6,3,Cat_3,D,0,0,0,1
Yes,42,Artist,8,4,Cat_6,C,1,1,1,0
No,65,Executive,9,3,Cat_6,D,1,1,0,1
Yes,57,Executive,1,5,Cat_6,C,1,1,0,0
Yes,46,Artist,0,2,Cat_6,C,0,1,0,0
Yes,30,Doctor,0,3,Cat_6,D,1,1,0,1
Yes,51,Artist,0,4,Cat_6,B,1,1,0,0
Yes,39,Artist,10,2,Cat_4,C,1,1,0,1
No,41,Artist,1,1,Cat_6,C,0,1,0,1
No,29,Marketing,9,4,Cat_3,C,1,0,0,1
Yes,76,Lawyer,0,2,Cat_4,B,1,1,0,1
No,33,Artist,NA,NA,Cat_2,A,1,1,0,1
No,23,Healthcare,8,4,Cat_1,D,1,0,0,1
Yes,33,Marketing,8,2,Cat_6,D,0,1,1,0
No,43,Engineer,3,2,Cat_4,A,0,1,0,1
Yes,35,Artist,1,4,Cat_6,C,1,1,0,0
Yes,32,Doctor,0,2,Cat_6,A,1,0,0,1
Yes,65,Entertainment,1,1,Cat_6,B,1,1,0,1
Yes,49,Doctor,1,2,Cat_4,D,1,0,0,1
Yes,48,Homemaker,1,4,Cat_6,B,0,1,0,1
Yes,39,Healthcare,8,2,Cat_6,D,0,1,0,0
No,27,Artist,1,3,Cat_6,A,1,1,0,1
No,36,Healthcare,2,NA,Cat_6,A,0,1,0,1
Yes,76,Entertainment,0,1,Cat_6,D,1,0,0,1
Yes,35,Artist,9,2,Cat_6,C,1,1,0,0
Yes,35,Artist,8,4,Cat_7,A,1,1,0,1
Yes,48,Doctor,4,1,Cat_4,D,0,0,0,1
No,23,Healthcare,0,3,Cat_2,D,1,0,0,1
Yes,42,Artist,5,1,Cat_6,A,0,1,0,1
Yes,41,Artist,0,3,Cat_6,C,1,1,1,0
Yes,29,Executive,NA,3,Cat_6,D,1,0,1,0
Yes,36,Artist,0,2,Cat_6,C,1,1,0,0
Yes,60,Entertainment,0,2,Cat_3,A,1,1,0,1
Yes,46,Artist,1,3,Cat_6,C,0,1,0,0
No,31,NA,NA,1,Cat_7,C,0,0,0,1
No,20,Healthcare,8,4,Cat_2,D,0,0,0,1
No,31,Healthcare,0,4,Cat_6,C,0,0,0,1
No,26,Doctor,0,2,Cat_6,D,1,0,0,1
Yes,28,Artist,1,2,Cat_6,A,1,0,0,1
No,18,Healthcare,7,6,Cat_6,D,0,0,0,1
No,30,Healthcare,7,6,Cat_4,C,0,0,0,1
No,39,Entertainment,11,1,Cat_6,A,0,1,0,1
Yes,74,Entertainment,1,2,Cat_6,A,1,1,0,0
No,52,Artist,9,1,Cat_6,C,0,1,0,1
No,25,Healthcare,NA,2,Cat_4,D,1,1,0,1
Yes,66,Artist,NA,3,Cat_6,C,1,1,0,0
Yes,55,Executive,9,2,Cat_6,C,1,1,1,0
No,31,Healthcare,0,4,Cat_6,C,1,1,0,1
No,41,Artist,0,4,Cat_2,B,0,1,0,1
Yes,59,Artist,1,4,Cat_6,B,1,1,0,0
Yes,39,Homemaker,8,2,Cat_6,D,0,1,1,0
NA,48,Executive,0,2,Cat_1,B,1,1,0,1
Yes,79,Lawyer,9,3,Cat_6,D,1,0,0,1
No,43,NA,NA,NA,Cat_6,A,0,0,0,1
No,26,Doctor,1,1,Cat_6,A,1,0,0,1
Yes,88,Lawyer,0,2,Cat_6,B,0,0,1,0
Yes,66,Engineer,0,3,Cat_6,A,0,1,0,0
Yes,56,Artist,NA,4,Cat_6,C,1,1,0,0
No,26,Entertainment,7,5,Cat_5,D,1,1,0,1
No,41,Artist,1,1,Cat_4,A,0,1,0,1
Yes,36,Engineer,4,3,Cat_7,A,0,0,1,0
No,38,Engineer,3,1,Cat_2,B,0,1,0,1
Yes,81,Executive,0,1,Cat_6,D,1,0,0,1
No,25,Engineer,5,3,Cat_4,B,0,0,0,1
No,42,Artist,NA,1,Cat_4,A,1,1,0,1
No,32,Healthcare,0,5,Cat_6,B,1,0,0,1
No,28,Healthcare,9,1,Cat_6,D,1,1,0,1
No,29,Entertainment,1,4,Cat_4,A,1,0,0,1
No,28,Healthcare,7,4,Cat_6,D,0,0,0,1
No,26,Healthcare,8,5,Cat_6,D,1,1,0,1
Yes,47,Entertainment,1,4,Cat_6,C,1,1,0,0
Yes,50,Doctor,1,2,Cat_7,A,0,1,0,1
Yes,70,Lawyer,1,2,Cat_6,B,1,1,0,1
No,38,Engineer,NA,1,Cat_4,A,0,0,0,1
No,39,Artist,1,1,Cat_4,D,1,0,0,1
Yes,60,Artist,0,2,Cat_6,A,1,1,0,0
Yes,63,Entertainment,0,3,Cat_6,C,1,1,0,0
Yes,68,Lawyer,1,2,Cat_4,B,0,0,0,1
Yes,47,Artist,0,1,Cat_6,B,1,1,0,1
Yes,40,Artist,1,2,Cat_6,B,1,1,0,1
Yes,46,Artist,1,3,Cat_6,B,1,0,1,0
Yes,42,Artist,6,3,Cat_6,A,1,1,0,1
Yes,48,Artist,0,5,Cat_4,B,0,1,0,0
No,53,Lawyer,1,3,Cat_6,D,0,0,0,1
Yes,65,Entertainment,0,2,Cat_6,B,1,1,0,0
No,26,Doctor,0,4,Cat_6,A,1,0,0,1
No,35,Doctor,0,1,Cat_6,D,1,1,0,1
No,27,Healthcare,0,4,Cat_6,C,0,1,0,1
Yes,86,Lawyer,0,2,Cat_6,C,0,0,1,0
No,30,Doctor,1,4,Cat_2,A,0,1,0,1
Yes,43,Executive,8,3,Cat_6,A,1,0,0,1
Yes,38,Artist,4,1,Cat_6,B,0,1,0,1
Yes,66,Lawyer,1,2,Cat_6,C,0,1,1,0
Yes,74,Doctor,1,2,Cat_6,B,0,1,0,1
No,25,Healthcare,NA,NA,Cat_6,D,1,1,0,1
Yes,89,Lawyer,0,1,Cat_6,A,1,0,0,1
No,30,Doctor,10,4,Cat_6,D,1,1,0,1
Yes,33,Executive,0,5,Cat_3,D,1,0,1,0
Yes,37,Homemaker,3,3,Cat_6,A,0,1,1,0
Yes,69,Lawyer,0,2,Cat_6,C,1,0,1,0
Yes,51,Engineer,6,2,Cat_6,C,0,1,0,0
No,19,Artist,10,3,Cat_6,A,1,0,0,1
Yes,45,Entertainment,0,2,Cat_4,B,1,1,0,0
No,32,Doctor,0,5,Cat_4,D,0,0,0,1
No,22,Doctor,3,4,Cat_2,D,0,0,0,1
No,26,Engineer,1,6,Cat_6,A,0,0,0,1
Yes,43,Artist,0,3,Cat_6,B,0,1,1,0
No,19,Healthcare,7,2,Cat_6,D,1,0,0,1
Yes,48,Artist,1,3,Cat_6,C,1,1,0,0
Yes,61,Doctor,1,2,Cat_6,B,0,1,0,0
No,20,Marketing,1,2,Cat_3,D,0,0,0,1
No,22,Healthcare,0,4,Cat_6,D,1,0,0,1
No,31,Entertainment,9,3,Cat_7,D,0,1,0,1
No,25,Artist,9,3,Cat_6,A,1,1,0,1
Yes,41,Healthcare,8,3,Cat_6,C,1,1,0,1
Yes,36,Executive,9,3,Cat_6,C,1,1,1,0
Yes,48,Artist,1,5,Cat_2,C,1,1,1,0
No,27,Artist,1,1,Cat_6,B,1,0,0,1
No,35,Lawyer,1,1,Cat_4,D,1,1,0,1
Yes,39,Doctor,0,3,Cat_6,C,0,1,0,0
Yes,38,Executive,0,3,Cat_6,A,1,0,0,0
Yes,57,Artist,7,3,Cat_6,C,0,1,0,0
No,38,Artist,1,1,Cat_6,A,1,1,0,1
Yes,80,Artist,1,2,Cat_6,A,1,0,0,1
Yes,57,Entertainment,NA,2,Cat_6,C,1,1,0,0
Yes,61,Entertainment,9,2,Cat_6,C,1,1,0,0
No,29,Healthcare,5,4,Cat_2,D,1,1,0,1
No,23,Healthcare,1,4,Cat_6,D,0,0,0,1
Yes,83,Lawyer,1,1,Cat_6,D,0,0,0,1
Yes,37,Entertainment,0,3,Cat_6,B,1,1,0,0
Yes,35,Artist,0,6,Cat_4,C,1,0,0,1
Yes,41,Doctor,9,2,Cat_6,B,1,1,0,0
Yes,38,Artist,NA,2,Cat_6,B,0,1,0,0
Yes,81,Entertainment,1,1,Cat_6,A,1,0,0,1
Yes,58,Homemaker,2,1,Cat_6,C,0,1,0,1
No,38,Engineer,8,1,Cat_4,A,0,0,0,1
Yes,18,Doctor,10,2,Cat_6,D,1,0,0,1
No,37,Artist,1,4,Cat_6,B,1,1,0,1
Yes,43,Artist,4,2,Cat_6,C,1,0,0,0
No,36,Doctor,4,1,Cat_2,B,0,1,0,1
Yes,76,Lawyer,0,2,Cat_6,A,0,1,1,0
No,33,Entertainment,14,1,Cat_6,D,1,0,0,1
Yes,43,Executive,1,5,Cat_4,B,1,0,1,0
Yes,47,Executive,1,7,Cat_2,D,1,0,1,0
Yes,81,Lawyer,8,2,Cat_6,B,1,0,0,1
No,27,Artist,10,3,Cat_6,D,1,1,0,1
No,29,Entertainment,1,5,Cat_6,D,1,0,0,1
No,38,Doctor,4,3,Cat_6,A,0,1,0,1
No,19,Healthcare,9,4,Cat_3,D,0,NA,0,1
Yes,37,Executive,0,5,Cat_6,B,1,1,0,0
No,47,Entertainment,1,1,Cat_4,A,1,0,0,1
No,33,Engineer,NA,5,Cat_7,D,0,1,0,1
Yes,51,Entertainment,1,5,Cat_4,D,1,0,0,0
Yes,86,Lawyer,1,2,Cat_6,A,0,0,1,0
Yes,56,Entertainment,1,2,Cat_6,A,0,1,0,0
Yes,59,Artist,3,2,Cat_6,B,1,1,0,0
Yes,33,Doctor,0,2,Cat_6,B,1,1,0,0
No,31,NA,0,2,Cat_3,A,0,0,0,1
Yes,71,Artist,NA,2,Cat_4,B,0,0,1,0
No,32,Entertainment,3,6,Cat_4,D,0,0,0,1
Yes,26,Artist,3,2,Cat_6,A,1,0,0,1
NA,89,Lawyer,1,2,Cat_6,D,1,0,1,0
Yes,70,Artist,1,2,Cat_6,B,1,1,0,1
Yes,30,Executive,5,4,Cat_6,A,1,0,1,0
Yes,37,Executive,9,6,Cat_6,D,1,0,1,0
No,30,Doctor,0,9,Cat_4,A,0,1,0,1
No,23,Doctor,0,3,Cat_6,C,0,0,0,1
No,42,Artist,0,2,Cat_1,B,0,1,0,1
Yes,48,Executive,1,4,Cat_1,B,1,0,1,0
No,28,Healthcare,0,7,Cat_6,C,1,1,0,1
Yes,65,Artist,3,2,Cat_6,C,0,1,0,0
No,28,Doctor,0,5,Cat_3,A,0,0,0,1
Yes,85,Lawyer,NA,1,Cat_6,B,1,1,0,1
No,18,Healthcare,1,4,Cat_6,D,1,0,0,1
Yes,35,Artist,4,2,Cat_2,C,1,1,0,0
No,27,Engineer,1,1,Cat_4,A,0,0,0,1
Yes,68,Entertainment,0,3,Cat_2,A,1,1,0,1
Yes,52,Engineer,0,6,Cat_4,B,1,0,0,0
No,20,Healthcare,5,5,Cat_2,D,1,0,0,1
Yes,35,Artist,7,3,Cat_6,D,1,1,0,1
No,21,Healthcare,0,4,Cat_1,D,0,1,0,1
No,42,Entertainment,1,3,Cat_6,A,0,0,0,1
Yes,50,Artist,0,2,Cat_6,C,0,1,0,0
No,25,NA,0,1,Cat_4,D,1,0,0,1
No,32,Artist,1,6,Cat_4,D,0,0,0,1
No,19,Healthcare,8,5,Cat_2,D,1,0,0,1
No,22,Healthcare,0,4,Cat_6,D,1,0,0,1
No,27,Healthcare,1,3,Cat_6,C,1,1,0,1
No,22,Healthcare,0,4,Cat_4,D,1,0,0,1
Yes,55,Artist,1,3,Cat_6,B,0,1,0,0
No,22,Lawyer,8,1,Cat_6,D,0,0,0,1
Yes,40,NA,0,2,Cat_3,A,1,0,0,0
No,46,Artist,1,1,Cat_3,B,0,1,0,1
Yes,65,Entertainment,3,3,Cat_6,C,1,1,0,1
No,18,Healthcare,0,4,Cat_6,D,0,0,0,1
Yes,53,Artist,2,4,Cat_6,C,0,1,0,0
NA,35,Artist,5,1,Cat_6,B,1,1,0,1
Yes,59,Executive,0,5,Cat_4,B,1,0,0,1
No,32,Healthcare,8,3,Cat_6,D,0,1,0,1
Yes,39,Artist,1,3,Cat_6,B,1,1,0,0
Yes,88,Artist,7,1,Cat_6,D,1,0,0,1
Yes,61,Executive,9,3,Cat_6,C,1,1,1,0
No,21,Healthcare,1,4,Cat_6,D,1,0,0,1
No,31,Healthcare,1,4,Cat_6,D,1,1,0,1
Yes,58,Artist,1,4,Cat_6,C,1,1,0,0
No,27,Marketing,3,3,Cat_6,D,0,1,0,1
Yes,51,Engineer,1,2,Cat_6,C,0,1,0,0
Yes,48,Engineer,0,4,Cat_6,B,0,1,1,0
No,25,Executive,3,3,Cat_6,D,1,1,0,1
Yes,89,Executive,0,2,Cat_6,A,1,0,1,0
NA,51,Artist,0,4,Cat_2,C,0,1,0,1
No,40,Artist,6,1,Cat_6,C,0,1,0,1
No,56,Artist,2,1,Cat_6,B,1,1,0,1
Yes,36,Entertainment,9,3,Cat_6,B,1,1,1,0
No,38,Doctor,5,5,Cat_2,A,0,1,0,1
Yes,47,Entertainment,1,4,Cat_6,C,1,1,0,1
Yes,61,Artist,1,4,Cat_6,C,1,1,0,0
Yes,89,Lawyer,0,2,Cat_6,C,1,1,1,0
Yes,55,Homemaker,2,1,Cat_3,A,1,0,0,1
Yes,88,NA,NA,3,Cat_6,A,1,0,1,0
Yes,43,Artist,4,2,Cat_6,A,0,1,0,0
No,28,Doctor,10,3,Cat_6,C,1,0,0,1
Yes,42,Entertainment,0,4,Cat_4,B,1,0,0,0
No,33,Artist,1,NA,Cat_4,D,1,1,0,1
Yes,60,Lawyer,NA,2,Cat_6,C,0,0,1,0
No,59,Artist,1,1,Cat_6,B,1,1,0,1
No,31,Healthcare,0,NA,Cat_5,D,1,1,0,1
No,31,Artist,2,NA,Cat_6,A,0,1,0,1
Yes,43,Doctor,14,2,Cat_6,A,1,1,0,1
No,42,Marketing,10,3,Cat_6,D,0,1,0,1
Yes,29,Entertainment,7,2,Cat_3,D,1,0,0,0
No,53,Artist,3,NA,Cat_4,A,0,1,0,1
No,21,Healthcare,8,7,Cat_2,D,0,0,0,1
No,41,Entertainment,7,2,Cat_1,D,1,1,0,1
Yes,48,Doctor,0,3,Cat_3,A,1,1,0,0
No,31,Healthcare,1,4,Cat_6,C,1,0,0,1
No,26,Doctor,4,3,Cat_2,A,1,1,0,1
No,18,Healthcare,0,5,Cat_4,D,0,0,0,1
No,19,Healthcare,8,NA,Cat_6,D,0,0,0,1
Yes,42,Executive,1,3,Cat_6,C,1,1,1,0
Yes,52,Engineer,9,5,Cat_4,B,0,0,0,0
Yes,50,Artist,4,2,Cat_5,C,0,1,0,0
No,33,Entertainment,1,NA,Cat_6,D,1,0,0,1
Yes,75,NA,0,2,Cat_6,B,0,1,1,0
Yes,71,Executive,0,3,Cat_6,A,1,1,1,0
Yes,59,Entertainment,8,2,Cat_6,B,0,0,0,0
Yes,85,Lawyer,0,2,Cat_6,A,0,1,1,0
Yes,29,Executive,1,3,Cat_6,D,1,0,1,0
Yes,43,Executive,4,5,Cat_4,A,1,0,0,0
No,52,Artist,1,1,Cat_6,A,0,1,0,1
Yes,36,Homemaker,NA,2,Cat_3,C,1,1,0,0
No,59,Doctor,0,4,Cat_6,B,0,1,0,1
No,23,Healthcare,1,3,Cat_6,D,0,0,0,1
No,39,Artist,0,1,Cat_4,B,0,1,0,1
Yes,39,Entertainment,1,2,Cat_6,B,1,1,0,0
Yes,46,Entertainment,5,2,Cat_6,A,0,1,0,1
No,33,Marketing,0,4,Cat_3,C,1,0,0,1
Yes,53,Executive,0,4,Cat_6,C,1,1,1,0
NA,50,Artist,8,1,Cat_6,A,0,1,0,0
Yes,62,Artist,1,1,Cat_6,B,0,1,0,1
Yes,46,Artist,1,5,Cat_2,C,1,1,0,0
Yes,40,Artist,0,2,Cat_6,C,1,1,0,0
No,62,Entertainment,1,4,Cat_2,C,1,1,0,1
No,31,Healthcare,NA,2,Cat_4,D,0,1,0,1
No,25,Artist,1,3,Cat_6,C,0,0,0,1
No,23,Marketing,0,NA,NA,C,1,0,0,1
No,22,Marketing,3,6,Cat_3,D,1,0,0,1
Yes,47,Artist,1,6,Cat_6,B,0,1,1,0
Yes,68,Artist,0,2,Cat_6,B,1,1,1,0
No,25,Entertainment,5,2,Cat_6,D,1,0,0,1
No,30,Artist,0,NA,Cat_6,C,0,0,0,1
Yes,27,Executive,0,6,Cat_6,D,1,0,0,1
Yes,38,Entertainment,2,3,Cat_3,B,1,1,0,0
No,33,NA,NA,1,Cat_7,C,0,0,0,1
Yes,46,Artist,5,5,Cat_6,C,0,0,0,1
Yes,37,Artist,1,2,Cat_6,C,0,1,0,1
Yes,41,Artist,0,2,Cat_6,C,0,1,0,0
No,29,Artist,1,1,Cat_3,A,0,0,0,1
No,19,Entertainment,1,5,Cat_6,D,0,0,0,1
Yes,82,Executive,1,2,Cat_4,D,1,0,1,0
Yes,48,Doctor,1,1,Cat_3,D,0,1,0,1
Yes,67,Artist,1,2,Cat_6,B,1,1,1,0
Yes,77,Lawyer,0,2,Cat_6,B,0,1,1,0
NA,56,Artist,1,2,Cat_6,B,1,1,0,0
Yes,69,Executive,0,NA,Cat_6,A,1,1,0,1
Yes,40,Artist,NA,3,Cat_6,C,1,1,0,1
Yes,61,Artist,0,1,Cat_6,B,1,1,0,1
Yes,46,Artist,0,5,Cat_6,B,1,1,0,0
NA,31,Doctor,1,4,Cat_6,D,0,0,0,1
Yes,39,Artist,0,3,Cat_6,C,1,1,0,0
Yes,89,Artist,0,3,Cat_6,C,0,1,1,0
Yes,30,Artist,NA,3,Cat_6,B,1,0,0,0
NA,59,Artist,1,4,Cat_6,C,0,1,0,0
Yes,47,Engineer,0,2,Cat_6,A,0,1,0,0
No,22,Healthcare,0,3,Cat_3,D,0,0,0,1
No,42,Artist,7,3,Cat_6,C,0,1,0,1
Yes,69,Artist,0,2,Cat_6,C,1,1,1,0
No,30,Entertainment,0,5,Cat_1,D,0,1,0,1
Yes,39,Executive,12,7,Cat_6,B,1,0,1,0
No,27,Artist,1,1,Cat_4,D,1,0,0,1
Yes,30,Engineer,1,3,Cat_4,A,1,0,0,0
Yes,47,Executive,7,4,Cat_6,C,1,1,1,0
Yes,81,Lawyer,0,2,Cat_6,B,0,0,1,0
Yes,42,Doctor,0,3,Cat_6,B,1,0,0,0
No,43,Artist,1,1,Cat_4,B,0,1,0,1
No,31,Entertainment,11,5,Cat_7,D,0,0,0,1
Yes,39,Artist,8,3,Cat_6,B,0,1,0,0
Yes,57,Artist,0,4,Cat_4,C,0,1,0,0
Yes,35,NA,NA,2,Cat_6,A,1,1,0,1
No,43,Doctor,0,NA,Cat_6,D,1,1,0,1
No,31,Healthcare,0,3,Cat_6,B,0,0,0,1
No,28,Engineer,1,6,Cat_2,A,0,1,0,1
Yes,58,Artist,0,2,Cat_4,B,1,1,0,0
Yes,71,Lawyer,0,2,Cat_6,C,1,1,1,0
Yes,36,Homemaker,0,2,Cat_6,B,0,1,0,0
No,43,Artist,1,3,Cat_6,A,0,1,0,1
Yes,69,Artist,1,2,Cat_6,B,1,1,0,1
Yes,77,Lawyer,0,1,Cat_6,A,1,1,0,1
Yes,50,Artist,1,4,Cat_6,C,1,1,0,0
Yes,50,Artist,1,4,Cat_6,B,0,1,0,0
No,40,Healthcare,6,2,Cat_6,D,0,1,0,1
Yes,43,Engineer,9,2,Cat_6,C,0,1,0,0
No,37,Entertainment,NA,1,Cat_6,D,1,0,0,1
Yes,35,Artist,NA,NA,Cat_6,D,1,1,0,0
Yes,65,Lawyer,0,3,Cat_6,C,0,1,1,0
Yes,46,Artist,0,4,Cat_3,B,0,1,0,0
Yes,35,Entertainment,1,4,Cat_4,B,1,0,0,0
